"","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","sqft_above","sqft_basement","yr_built","yr_renovated","street","city","statezip","country"
"4217",137124,3,1,960,27442,1,0,0,4,960,0,1970,0,"15416 SE Jones Rd","Renton","WA 98058","USA"
"406",195000,2,1,720,18000,1,0,0,3,720,0,1950,2005,"10614 57th Ave S","Seattle","WA 98178","USA"
"3100",806000,4,2.5,2500,206474,1,0,0,3,2500,0,1997,0,"8510 258th Ave NE","Redmond","WA 98053","USA"
"4522",0,4,1,1810,7500,1,0,0,2,1410,400,1959,0,"12231 Occidental Ave S","Seattle","WA 98168","USA"
"2161",364900,3,3,2500,8304,2,0,0,3,2500,0,1997,0,"13124 SE 223rd Ct","Kent","WA 98031","USA"
"4366",444845,3,2.5,1600,3573,2,0,0,3,1600,0,2013,1923,"2821 NE 16th St","Renton","WA 98056","USA"
"3910",565000,4,2.5,2230,8624,1,0,0,4,1430,800,1969,0,"14021 NE 62nd St","Redmond","WA 98052","USA"
"1704",985000,3,1.75,1670,5400,2,0,0,5,1670,0,1912,0,"1808 38th Ave E","Seattle","WA 98112","USA"
"2781",559000,2,1,1240,6400,1,0,1,4,1060,180,1938,0,"5927 35th Ave SW","Seattle","WA 98126","USA"
"148",478000,3,2.5,3040,4535,2,0,0,3,3040,0,2007,0,"2027 Ferndale Ave NE","Renton","WA 98056","USA"
"1292",550000,3,2,1830,9152,1,0,0,5,1830,0,1959,0,"11815 SE 56th St","Bellevue","WA 98006","USA"
"2891",275000,3,1.75,1860,15681,1,0,0,4,1860,0,1971,0,"304 SW 316th St","Federal Way","WA 98023","USA"
"2143",270000,4,2.75,1990,7252,1,0,0,3,1270,720,1999,0,"2820 V Ct SE","Auburn","WA 98002","USA"
"4597",534333.333333,3,2.5,1460,7573,2,0,0,3,1460,0,1983,2009,"14855 SE 10th Pl","Bellevue","WA 98007","USA"
"2222",183000,3,1.75,1330,9200,1,0,0,4,1330,0,1973,0,"3301 20th St SE","Auburn","WA 98092","USA"
"2988",623000,3,2.5,1850,7777,2,0,0,5,1850,0,1989,0,"12833 NE 101st Pl","Kirkland","WA 98033","USA"
"1640",8e+05,2,2.25,1730,31491,2,1,2,4,1730,0,1947,1988,"10060 SW Dock St","Vashon","WA 98070","USA"
"3082",550000,3,1.75,1840,8086,1,0,0,4,1840,0,1964,0,"13820 NE 72nd Pl","Redmond","WA 98052","USA"
"1502",285000,2,1,800,6240,1,0,0,3,800,0,1954,2005,"13332 30th Ave NE","Seattle","WA 98125","USA"
"580",350000,3,2.5,2010,14298,2,0,0,3,2010,0,1977,2004,"10711 SW 111th Pl","Vashon","WA 98070","USA"
"3132",3e+05,4,2.5,1840,5550,2,0,0,3,1840,0,2004,2003,"11831 SE 232nd Pl","Kent","WA 98031","USA"
"818",445000,3,2.25,1990,7340,2,0,0,3,1990,0,1984,0,"17849 149th Ave NE","Woodinville","WA 98072","USA"
"1785",320000,3,2,1880,10758,1,0,0,5,940,940,1952,1998,"14712 SE 105th Pl","Renton","WA 98059","USA"
"4417",316850,4,3,4060,35621,1,0,0,3,2030,2030,1989,0,"32915 176th Ave SE","Auburn","WA 98092","USA"
"3761",332888,2,2.5,1050,1029,2,0,0,3,950,100,2007,0,"101-115 26th Ave","Seattle","WA 98122","USA"
"2122",255000,2,1,1200,9000,1,0,2,5,1200,0,1917,0,"22018 8th Pl S","Des Moines","WA 98198","USA"
"648",372977,3,2.5,1690,1618,2,0,0,3,1150,540,2014,0,"2500 Mulberry Walk NE","Issaquah","WA 98029","USA"
"834",205000,5,1.75,1730,5200,1,0,0,4,1050,680,1978,2000,"26607 190th Ave SE","Covington","WA 98042","USA"
"210",483500,4,2.5,2740,45732,2,0,0,3,2740,0,1995,0,"15418 216th Ave NE","Woodinville","WA 98077","USA"
"3012",775950,4,2.5,2970,4400,2,0,0,3,2970,0,2014,0,"16904 NE 116th St","Redmond","WA 98052","USA"
"2908",232603,3,1.75,1750,11461,2,0,0,4,1750,0,1976,1992,"1002 Pike St NE","Auburn","WA 98002","USA"
"1804",613000,5,2.5,2070,12000,1,0,0,4,1340,730,1967,0,"1813 177th Ave NE","Bellevue","WA 98008","USA"
"1997",299950,4,1.75,1560,31299,1,0,0,4,1560,0,1965,0,"13228 SE 294th Pl","Auburn","WA 98092","USA"
"3319",286000,2,1,780,3475,1,0,0,4,780,0,1930,0,"200 Taylor Ave S","North Bend","WA 98045","USA"
"4322",561000,4,2.5,2570,5250,2,0,0,3,2570,0,1990,2009,"3654 254th Ave SE","Issaquah","WA 98029","USA"
"4441",326983.333333,3,2.25,1490,4522,2,0,0,3,1490,0,2009,0,"8008 NE 183rd St","Kenmore","WA 98028","USA"
"1358",540000,4,4.25,1960,3565,2,0,0,3,1960,0,1940,2003,"2113 41st Ave SW","Seattle","WA 98116","USA"
"1061",635000,4,2.25,2750,6180,1,0,0,4,1500,1250,1948,0,"3821 39th Ave S","Seattle","WA 98118","USA"
"3802",399895,4,2.5,2701,4500,2,0,0,3,2701,0,2014,0,"5535 Elaine Ave SE","Auburn","WA 98092","USA"
"1029",345600,5,3.5,2800,5120,2.5,0,0,3,2800,0,1903,2005,"352 17th Ave","Seattle","WA 98122","USA"
"4350",188000,4,2.75,3260,19542,1,0,0,4,2170,1090,1968,0,"1525 79th Pl NE","Medina","WA 98039","USA"
"2250",392000,4,2.75,1940,6555,2,0,0,3,1940,0,1990,2009,"25804-25810 Lake Wilderness Country Club Dr SE","Maple Valley","WA 98038","USA"
"2271",525000,5,2.75,2880,8364,2,0,0,3,2880,0,2006,0,"407 Kitsap Ave NE","Renton","WA 98059","USA"
"3685",439000,3,2.5,3180,7904,1,0,0,3,1810,1370,2006,0,"2813 NE 4th Ct","Renton","WA 98056","USA"
"1784",312000,3,2.25,1540,5338,1,0,0,5,770,770,1954,0,"9014 Ravenna Ave NE","Seattle","WA 98115","USA"
"63",625000,4,3.25,2730,54014,1,0,0,3,1560,1170,2007,0,"9927 174th Ave SE","Renton","WA 98059","USA"
"4497",351250,4,1.75,1580,5340,1,0,0,3,1130,450,1947,2012,"214 20th Ave S","Seattle","WA 98144","USA"
"1133",2700000,5,4.75,5305,8401,2,0,2,3,3745,1560,2005,0,"1010 6th St W","Kirkland","WA 98033","USA"
"239",310000,3,1.75,1840,10723,1,0,0,4,1220,620,1974,0,"19313 140th Pl SE","Renton","WA 98058","USA"
"2439",822500,5,3.5,2320,4960,2,0,0,5,1720,600,1926,0,"512 N 65th St","Seattle","WA 98103","USA"
"2915",605000,4,2.5,2620,7553,2,0,0,3,2620,0,1996,0,"8113 120th Pl SE","Newcastle","WA 98056","USA"
"358",636000,2,1.75,1230,3600,1.5,0,0,5,1230,0,1925,0,"2561 3rd Ave W","Seattle","WA 98119","USA"
"1627",530000,3,2.5,1950,9906,2,0,0,3,1950,0,1988,2000,"23438 NE 29th Pl","Sammamish","WA 98074","USA"
"884",285000,1,1.5,810,3211,2,0,0,4,810,0,1982,2011,"11807 NE 105th Ct","Kirkland","WA 98033","USA"
"3681",5e+05,4,3,3720,15048,3,0,0,3,3720,0,1979,2014,"10218 147th Ave SE","Renton","WA 98059","USA"
"1945",685000,3,2.75,3150,219978,2,0,0,4,3000,150,1990,0,"5424 298th Ave SE","Preston","WA 98050","USA"
"3001",325000,2,1,840,4239,1,0,0,3,840,0,1948,1994,"7901-7911 39th Ave SW","Seattle","WA 98136","USA"
"1643",240000,3,2,1330,6000,1,0,0,4,630,700,1900,1971,"527 S Donovan St","Seattle","WA 98108","USA"
"10",640000,4,2,1520,6200,1.5,0,0,3,1520,0,1945,2010,"6811 55th Ave NE","Seattle","WA 98115","USA"
"1656",289950,3,2.5,1960,3480,2,0,0,3,1960,0,2004,2003,"2826 Access Rd","Renton","WA 98056","USA"
"383",5e+05,3,1.75,1410,1197,3,0,0,3,1410,0,2012,1912,"4010 Linden Ave N","Seattle","WA 98103","USA"
"3126",831500,5,2.5,4470,35124,2.5,0,0,3,4470,0,1984,0,"15002 191st Ave NE","Woodinville","WA 98072","USA"
"2545",530000,4,2.5,2050,6360,2,0,0,3,2050,0,1988,2000,"24610 SE 45th Way","Issaquah","WA 98029","USA"
"4099",410000,3,2,1320,6000,1.5,0,0,4,1320,0,1920,0,"2200 S Hanford St","Seattle","WA 98144","USA"
"3197",4e+05,3,2,1230,11413,1,0,0,3,990,240,1984,0,"22834 NE 25th Way","Sammamish","WA 98074","USA"
"793",239900,4,2.25,1860,7000,1,0,0,3,1120,740,1979,2014,"401 SW 322nd St","Federal Way","WA 98023","USA"
"436",315000,5,1.75,2320,8100,1,0,0,4,1160,1160,1956,0,"439 SW 156th St","Burien","WA 98166","USA"
"934",575000,4,2.5,2500,4945,2,0,0,3,2500,0,2013,1923,"34115 SE Ash St","Snoqualmie","WA 98065","USA"
"3601",427000,3,2.5,2432,9391,2,0,2,3,2432,0,2005,0,"28461 54th Ave S","Federal Way","WA 98001","USA"
"1887",746000,3,2.25,2370,9619,1,0,0,4,1650,720,1973,0,"18119 NE 30th St","Redmond","WA 98052","USA"
"3905",850000,3,2.5,3230,5000,2,0,2,5,2430,800,1945,0,"2431 NW Neptune Pl","Seattle","WA 98117","USA"
"1913",355000,2,1.75,1650,4000,1,0,0,4,950,700,1947,1988,"4541 11th Ave S","Seattle","WA 98108","USA"
"3339",482000,3,2.5,2420,7307,2,0,0,3,2420,0,1998,2006,"7219 Autumn Ave SE","Snoqualmie","WA 98065","USA"
"475",927000,4,2.75,3300,12090,2,0,0,3,3300,0,1953,0,"9155 NE 21st Pl","Clyde Hill","WA 98004","USA"
"2941",456000,3,1.5,1440,28516,1,0,0,4,1440,0,1975,0,"24972 SE 30th St","Sammamish","WA 98075","USA"
"2508",540000,5,3,3610,9775,2,0,0,3,3610,0,2003,0,"24760 SE 276th Pl","Maple Valley","WA 98038","USA"
"47",437500,3,2.25,1970,35100,2,0,0,4,1970,0,1977,0,"26069 SE 154th St","Issaquah","WA 98027","USA"
"1164",503000,2,1.75,2860,59612,1,1,4,3,1510,1350,1948,2003,"4338 SW 307th St","Federal Way","WA 98023","USA"
"4156",449990,4,2.5,2680,5539,2,0,0,3,2680,0,2013,1923,"13800 453rd Ave SE","North Bend","WA 98045","USA"
"1829",4e+05,3,2.25,1450,4706,2,0,0,3,1450,0,2009,0,"8018 NE 183rd St","Kenmore","WA 98028","USA"
"2094",1635000,5,3.5,4220,26784,1,0,0,3,2110,2110,1958,2006,"400 Detwiller Ln","Bellevue","WA 98004","USA"
"1802",295000,2,1,1170,10621,1,0,0,3,1170,0,1963,2008,"507 Janet Ave NE","North Bend","WA 98045","USA"
"1595",385000,3,1,1220,4800,1,0,0,3,1220,0,1901,0,"1915 E Marion St","Seattle","WA 98122","USA"
"3882",334500,2,1.5,830,1858,2,0,0,3,830,0,2005,0,"2300 14th Ave S","Seattle","WA 98144","USA"
"1467",820000,3,2.5,2510,5503,2,0,2,3,2510,0,1995,0,"6736 40th Ave SW","Seattle","WA 98136","USA"
"3130",335000,1,1,720,5100,1,0,0,3,720,0,1907,1983,"7325 18th Ave NW","Seattle","WA 98117","USA"
"2685",449950,4,2.5,2470,3811,2,0,0,3,2470,0,1999,0,"7206 Douglas Ave SE","Snoqualmie","WA 98065","USA"
"2636",475000,3,2.25,2280,5750,1,0,1,4,1150,1130,1985,0,"4420 48th Ave SW","Seattle","WA 98116","USA"
"3309",583000,3,2.5,1790,8144,2,0,0,3,1790,0,1989,0,"907 221st Ave NE","Sammamish","WA 98074","USA"
"2577",660000,6,1.75,1840,2774,1,0,0,3,1060,780,1900,2005,"220 17th Ave","Seattle","WA 98122","USA"
"921",367000,2,1,700,2334,1,0,0,3,700,0,1945,2010,"2632 NW North Beach Dr","Seattle","WA 98117","USA"
"1150",585000,4,1.75,3000,42200,1,0,3,3,1500,1500,1950,2005,"3901 Park Ave N","Renton","WA 98056","USA"
"2913",734990,4,2.5,2650,6884,2,0,0,3,2650,0,2012,1912,"Eastridge Drive Promenade","Redmond","WA 98053","USA"
"3070",5e+05,3,1,1150,5100,2,0,0,3,1150,0,1911,2005,"3947 SW Austin St","Seattle","WA 98136","USA"
"1290",255000,3,2,1490,8371,1.5,0,0,3,1490,0,1984,0,"11405 SE 229th St","Kent","WA 98031","USA"
"1880",335000,4,2.75,2540,7210,1,0,0,4,1600,940,1979,0,"15901-15999 131st Pl SE","Renton","WA 98058","USA"
"2473",950000,4,2.5,3770,35081,2,0,0,3,3770,0,1989,0,"10326 216th Ct NE","Redmond","WA 98053","USA"
"3175",880000,4,2.5,3030,3841,3,0,0,3,3030,0,2005,0,"6709 9th Ave NW","Seattle","WA 98117","USA"
"3200",1215000,4,3.75,3820,53574,1,0,0,3,3820,0,1994,0,"14511 164th Ave NE","Woodinville","WA 98072","USA"
"2086",540000,5,3,2870,4369,2,0,0,3,2090,780,2007,0,"11175 NE 162nd St","Bothell","WA 98011","USA"
"4252",187000,2,1,840,11600,1,0,0,3,840,0,1952,2008,"12314-12426 24th Ave S","Burien","WA 98168","USA"
"308",185000,4,1,1490,6600,1,0,0,3,1490,0,1969,2010,"13248 Occidental Ave S","Burien","WA 98168","USA"
"3176",585000,3,2.5,2270,100545,2,0,0,3,2270,0,1998,2006,"10613 SW 138th St","Vashon","WA 98070","USA"
"1570",3e+05,3,2.5,2080,9827,2,0,0,3,2080,0,1989,0,"4815 SW 330th Ct","Federal Way","WA 98023","USA"
"384",499000,2,1.5,1110,957,2,0,0,3,930,180,2005,0,"1417 4th Ave W","Seattle","WA 98119","USA"
"3218",319000,4,2.5,2510,7992,1,0,0,3,1610,900,1978,0,"3709 S 256th Ct","Kent","WA 98032","USA"
"2711",206000,3,1,1320,7000,1,0,0,4,1320,0,1967,0,"1812 33rd St SE","Auburn","WA 98002","USA"
"2757",295000,3,2,1380,8682,1,0,0,4,1380,0,1966,0,"19807-19813 10th Pl S","Des Moines","WA 98148","USA"
"1323",468000,2,1,1160,6000,1,0,0,4,860,300,1942,1982,"3169 NE 85th St","Seattle","WA 98115","USA"
"1336",326500,3,1,1810,12375,2,0,0,3,1810,0,1970,2014,"15717 126th Pl NE","Woodinville","WA 98072","USA"
"3587",397000,5,1,1170,6757,1,0,0,4,800,370,1944,0,"14327 24th Ave NE","Seattle","WA 98125","USA"
"2659",332000,3,2.5,1530,9406,1,0,0,3,1270,260,1993,0,"4214 NE 2nd St","Renton","WA 98059","USA"
"657",682000,3,1.75,1830,5120,1.5,0,2,5,1830,0,1903,0,"322 16th Ave","Seattle","WA 98122","USA"
"4579",672500,4,2.25,2110,12653,2,0,0,4,2110,0,1972,0,"7490 85th Ave SE","Mercer Island","WA 98040","USA"
"185",610000,4,3,2450,10117,1,0,0,5,1580,870,1967,0,"15607 SE 42nd Ct","Bellevue","WA 98006","USA"
"3809",1020000,4,3.5,3770,8501,2,0,0,3,3770,0,2008,0,"104 6th St S","Kirkland","WA 98033","USA"
"2482",975000,5,2.75,3100,10014,1,0,2,4,1660,1440,1973,0,"9340 Mercerwood Dr","Mercer Island","WA 98040","USA"
"4288",775000,6,2.75,2980,5000,1.5,0,0,3,2480,500,1916,1986,"5428 Kirkwood Pl N","Seattle","WA 98103","USA"
"4177",310000,3,1.5,1460,9908,1,0,0,3,1460,0,1952,2008,"19539 4th Ave S","Des Moines","WA 98148","USA"
"1435",225000,3,2,2030,24829,1,0,0,4,1220,810,1979,0,"36721 34th Ave S","Auburn","WA 98001","USA"
"32",499950,4,2.5,2860,3345,2,0,0,3,2190,670,2004,2003,"20120 137th Ave NE","Woodinville","WA 98072","USA"
"1972",390000,3,2,1463,868,3,0,0,3,1463,0,2003,0,"7538 Roosevelt Way NE","Seattle","WA 98115","USA"
"2471",369500,3,1.5,1650,9957,1,0,0,4,1100,550,1961,2001,"14001 28th Ave NE","Seattle","WA 98125","USA"
"1713",410000,4,1.75,1790,11875,1,0,0,4,1490,300,1969,0,"560 SW Fernwood St","Issaquah","WA 98027","USA"
"3843",255000,4,2.25,1680,3179,2,0,0,3,1680,0,2002,0,"11631 SE 308th Pl","Auburn","WA 98092","USA"
"889",461000,2,1,1060,7193,1,0,0,3,1060,0,1926,2003,"11053 Greenwood Ave N","Seattle","WA 98133","USA"
"1796",562100,3,2.25,2090,12112,2,0,0,3,2090,0,1983,2009,"15703 NE 113th Ct","Redmond","WA 98052","USA"
"3250",396500,3,2.5,2590,18980,1,0,0,4,2590,0,1976,1992,"24292 141st Pl SE","Kent","WA 98042","USA"
"2960",715000,4,2.5,3290,6628,2,0,0,3,3290,0,2003,0,"918 272nd Pl SE","Sammamish","WA 98075","USA"
"132",249950,3,2,1550,15040,1,0,0,4,1550,0,1958,1972,"18027 SE 128th St","Renton","WA 98059","USA"
"2511",575000,3,3,1384,1287,2,0,0,3,1144,240,2006,0,"1128 10th Ave E","Seattle","WA 98102","USA"
"2406",485000,4,2.5,2470,35073,2,0,0,3,2470,0,1989,0,"17435 SE 329th St","Auburn","WA 98092","USA"
"1360",570000,3,1.75,1930,36210,1,0,0,3,1930,0,1977,2004,"15816 NE 195th St","Woodinville","WA 98072","USA"
"3106",405000,2,1,860,2599,1,0,0,4,860,0,1901,0,"6301-6399 17th Ave NW","Seattle","WA 98107","USA"
"1871",324950,3,1,1210,7440,1,0,0,3,1210,0,1949,1998,"15243 6th Ave NE","Shoreline","WA 98155","USA"
"1908",489000,3,1.5,1020,9072,1,0,0,3,920,100,1930,1997,"9110 25th Ave NE","Seattle","WA 98115","USA"
"3491",440000,4,2.5,2250,7526,2,0,0,3,2250,0,1989,0,"5120 NE 23rd St","Renton","WA 98059","USA"
"89",405000,2,3,1410,1240,2,0,0,3,1140,270,2006,0,"9126 45th Ave SW","Seattle","WA 98136","USA"
"3190",324950,3,1.5,1460,8710,1,0,0,3,1460,0,1955,2005,"1636 SW 164th St","Burien","WA 98166","USA"
"2760",562000,5,3,2795,15101,2,0,0,3,2795,0,1996,0,"14308 274th Pl NE","Duvall","WA 98019","USA"
"2093",347000,3,1.75,1240,8050,1,0,0,4,1240,0,1978,2000,"22207 Daeila Dr","Sammamish","WA 98074","USA"
"2563",5e+05,3,1.75,1540,10800,1,0,0,5,770,770,1947,0,"3718 88th Ave SE","Mercer Island","WA 98040","USA"
"1646",475000,2,2,1540,54450,2,0,0,3,1540,0,1983,2009,"3304 288th Ave NE","Redmond","WA 98053","USA"
"3827",580000,3,2.25,1900,3960,1.5,0,0,3,1200,700,1905,2010,"1121 27th Ave","Seattle","WA 98122","USA"
"541",635000,3,2.5,1570,1433,3,0,0,3,1570,0,2010,0,"7815 Stroud Ave N","Seattle","WA 98103","USA"
"2606",999000,4,2.75,2800,19168,2,0,0,3,2800,0,1992,0,"2010 227th Ave SE","Sammamish","WA 98075","USA"
"969",387500,4,1,1320,4440,1.5,0,0,3,1320,0,1929,0,"1505 29th Ave","Seattle","WA 98122","USA"
"1934",620000,4,2.25,2400,5350,1.5,0,0,4,1460,940,1929,0,"6509 10th Ave NW","Seattle","WA 98117","USA"
"516",315275,3,1.75,1440,8040,1,0,0,3,960,480,1951,1994,"11521 22nd Ave NE","Seattle","WA 98125","USA"
"4226",229000,4,2.25,2010,7688,1,0,0,3,1170,840,1979,2014,"32701-32911 49th Pl SW","Federal Way","WA 98023","USA"
"589",90000,2,1,790,2640,1,0,0,3,790,0,1973,2013,"14710 122nd Pl NE","Kirkland","WA 98034","USA"
"911",350000,3,2.25,1640,7200,2,0,0,4,1640,0,1985,0,"1755 140th Ct SE","Bellevue","WA 98007","USA"
"2958",2e+05,3,2.25,1230,7420,1.5,0,0,5,1230,0,1913,0,"804 12th St NE","Auburn","WA 98002","USA"
"4354",117833.333333,3,1,1340,306848,1,0,0,3,1340,0,1953,0,"17827 Mountain View Rd NE","Duvall","WA 98019","USA"
"2925",632500,4,2.5,2090,10306,2,0,0,3,2090,0,1986,0,"21604 NE 22nd Ct","Sammamish","WA 98074","USA"
"394",224500,4,1,1430,8355,1.5,0,0,4,1430,0,1983,0,"31714 125th Pl SE","Auburn","WA 98092","USA"
"3740",739900,5,2.5,3290,5029,2,0,0,3,3290,0,2004,2003,"3602 212th Pl SE","Sammamish","WA 98075","USA"
"2360",610750,4,2.25,2180,7297,2,0,0,3,2180,0,1984,0,"21132 NE 42nd St","Sammamish","WA 98074","USA"
"997",299950,3,1,910,8000,1,0,0,4,740,170,1950,1983,"20013 15th Ave NW","Shoreline","WA 98177","USA"
"3604",483453,4,2.75,2790,5527,2,0,0,3,2790,0,2014,0,"897 SE 11th St","North Bend","WA 98045","USA"
"3353",349000,3,1,1010,8184,1,0,0,4,1010,0,1947,1988,"15510 9th Ave NE","Shoreline","WA 98155","USA"
"1527",264950,4,2.25,1720,9753,1,0,0,4,1120,600,1978,2000,"34434 30th Ave SW","Federal Way","WA 98023","USA"
"4044",374000,2,1.5,1260,1575,2,0,0,3,1260,0,2001,0,"2900-2948 S Irving St","Seattle","WA 98144","USA"
"4016",209950,3,1.5,1180,7300,1,0,0,4,1180,0,1968,0,"2601-2667 Alpine St SE","Auburn","WA 98002","USA"
"2097",1150000,3,2.5,2850,10474,1,0,0,4,1730,1120,1954,1979,"9824 NE 13th St","Bellevue","WA 98004","USA"
"963",519900,4,2,1820,9350,1,0,0,4,1820,0,1967,0,"2019 182nd Ave NE","Redmond","WA 98052","USA"
"3355",320000,4,2.5,2000,10051,2,0,0,3,2000,0,1997,0,"23625 SE 267th Ct","Maple Valley","WA 98038","USA"
"3722",1297000,6,2.75,2630,9420,2,0,0,5,2510,120,1900,0,"5529 Wallingford Ave N","Seattle","WA 98103","USA"
"2457",499950,3,1,1830,3000,1.5,0,0,3,1430,400,1926,2003,"611 N 46th St","Seattle","WA 98103","USA"
"609",405000,4,1.75,2180,13529,1,0,0,3,1090,1090,1956,2001,"16722 32nd Pl NE","Lake Forest Park","WA 98155","USA"
"3075",479000,3,2.25,2110,11319,2,0,0,4,2110,0,1978,2000,"15965 176th Ave NE","Woodinville","WA 98072","USA"
"1797",475000,3,2.5,2600,7210,2,0,0,3,2600,0,1989,0,"5054 NE 23rd St","Renton","WA 98059","USA"
"2731",322500,4,2.5,1820,6753,2,0,0,3,1820,0,1994,0,"24223 232nd Pl SE","Maple Valley","WA 98038","USA"
"3202",349950,4,2.5,2090,5289,2,0,0,3,2090,0,1989,0,"19335 133rd Pl SE","Renton","WA 98058","USA"
"2013",324500,3,2.5,1660,3990,2,0,0,3,1660,0,2009,0,"8132 Wolcott Ave S","Seattle","WA 98118","USA"
"938",675000,4,3,2690,28300,1,0,0,3,2690,0,1954,1999,"17428 7th Pl SW","Normandy Park","WA 98166","USA"
"549",480000,5,4.75,3830,35000,1,0,0,3,2130,1700,1976,0,"18125 194th Ave NE","Woodinville","WA 98077","USA"
"1732",411000,4,2.75,2150,9915,1,0,0,5,1240,910,1976,0,"7302 127th Pl SE","Newcastle","WA 98056","USA"
"2969",4e+05,4,1.75,2670,189486,2,0,4,3,2670,0,1972,2002,"38107 212th Ave SE","Auburn","WA 98092","USA"
"1739",425000,3,2.25,1660,6000,1,0,0,3,1110,550,1979,2014,"942 27th Ave","Seattle","WA 98122","USA"
"3191",225000,3,1.75,1330,13102,1,0,0,3,1330,0,1968,1997,"903 S 317th St","Federal Way","WA 98003","USA"
"2638",386000,2,2.5,1620,3196,2,0,0,3,1620,0,2008,0,"9225-9305 Mitten Ave SE","Snoqualmie","WA 98065","USA"
"1853",212500,3,1,920,14400,1,0,0,4,920,0,1977,0,"35632 52nd Ave S","Auburn","WA 98001","USA"
"881",1405000,4,3.5,3410,10769,2,0,0,3,3410,0,2008,0,"10635 SE 2nd St","Bellevue","WA 98004","USA"
"4443",0,1,1,720,6000,1,0,0,3,720,0,1940,1996,"1236 S Cloverdale St","Seattle","WA 98108","USA"
"960",925000,4,2.25,2260,41984,1,0,0,4,2260,0,1967,0,"6046 126th Ave NE","Kirkland","WA 98033","USA"
"576",550000,7,4,3440,8100,2,0,0,3,3440,0,1970,2014,"718 N 95th St","Seattle","WA 98103","USA"
"3103",615000,5,2,2130,4180,1.5,0,0,5,1270,860,1926,0,"3220 44th Ave SW","Seattle","WA 98116","USA"
"1022",329900,3,2.5,2170,4905,2,0,0,3,2170,0,2004,2003,"22639 SE 280th Pl","Maple Valley","WA 98038","USA"
"2862",248000,4,2,2080,13510,1,0,0,3,1040,1040,1950,2005,"6105 S 124th St","Seattle","WA 98178","USA"
"4529",0,4,5,4550,18641,1,1,4,3,2600,1950,2002,0,"425 E Lake Sammamish Pkwy SE","Sammamish","WA 98074","USA"
"1357",535000,2,1,1040,5527,1,0,0,3,1040,0,1951,1994,"6559 42nd Ave NE","Seattle","WA 98115","USA"
"4315",455000,4,2.25,1740,8449,1,0,0,4,1170,570,1958,1972,"16204 SE 2nd St","Bellevue","WA 98008","USA"
"3766",217500,3,1.75,1400,9546,1,0,0,4,1400,0,1984,0,"230 S 317th Pl","Federal Way","WA 98003","USA"
"3110",502000,6,2.5,2890,8122,1,0,0,3,1630,1260,1977,2004,"2413 171 Ave SE","Bellevue","WA 98008","USA"
"2542",554000,3,3.5,3380,108900,2,0,0,3,2700,680,1999,0,"19000 196th Ave SE","Renton","WA 98058","USA"
"1894",640000,3,2.5,1690,1553,2.5,0,0,3,1690,0,2007,0,"2647 22nd Ave W","Seattle","WA 98199","USA"
"816",174500,2,1,1010,5200,1,0,0,3,1010,0,1955,2005,"20721 9th Ave S","Des Moines","WA 98198","USA"
"4281",440000,3,1.5,1270,1413,3,0,0,3,1270,0,2007,0,"1018 NE 96th St","Seattle","WA 98115","USA"
"2791",287500,4,2.5,2570,9000,1,0,0,4,1590,980,1979,0,"33749 29th Ct SW","Federal Way","WA 98023","USA"
"849",5e+05,2,2.5,1310,1500,2,0,0,3,1160,150,2006,0,"921-927 18th Ave","Seattle","WA 98122","USA"
"4494",3e+05,3,2,2020,8555,1,0,0,4,1220,800,1957,2001,"13545 39th Ave NE","Seattle","WA 98125","USA"
"2557",375000,4,2,1240,3000,1,0,0,3,1040,200,1908,1988,"549 27th Ave","Seattle","WA 98122","USA"
"3400",975000,5,3,2620,5477,2,0,0,3,2620,0,2009,0,"3655 NE 73rd St","Seattle","WA 98115","USA"
"2207",1240000,5,3,2830,7500,2,0,0,3,2460,370,1923,1998,"4007 48th Ave NE","Seattle","WA 98105","USA"
"2327",657500,4,2.75,4140,24190,2,0,0,3,4140,0,2002,0,"32927 143rd Ct SE","Auburn","WA 98092","USA"
"1397",5e+05,3,2.25,1760,4539,2,0,0,3,1760,0,1988,2000,"3728 246th Ave SE","Issaquah","WA 98029","USA"
"3333",860000,5,3.25,4500,9648,2,0,4,4,3000,1500,1968,0,"4209 NE 135th St","Seattle","WA 98125","USA"
"2738",242000,3,2,1260,8092,1,0,0,3,1260,0,1986,0,"21611 SE 266th St","Maple Valley","WA 98038","USA"
"2173",489000,3,3.5,1500,1249,2,0,0,3,1240,260,2004,2003,"6008 14th Ave NW","Seattle","WA 98107","USA"
"948",575000,4,1.75,1280,6060,1,0,0,3,860,420,1926,2003,"7032 7th Ave NW","Seattle","WA 98117","USA"
"2294",8e+05,4,3.75,2690,4000,2,0,3,4,2120,570,1909,1989,"2537 11th Ave W","Seattle","WA 98119","USA"
"3840",265000,4,3,1940,8170,1,0,0,4,1940,0,1948,0,"15022 25th Ave NE","Shoreline","WA 98155","USA"
"4121",1195000,4,3.5,3960,6654,2,0,0,3,2850,1110,2006,0,"2905 25th Ave W","Seattle","WA 98199","USA"
"1526",452000,4,2.25,2590,10002,1,0,0,4,1340,1250,1968,0,"19311 59th Pl NE","Kenmore","WA 98028","USA"
"943",390000,4,2.25,1770,33132,1,0,0,4,1190,580,1965,0,"14223 SE 179th Pl","Renton","WA 98058","USA"
